CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15637110,518,France,Male,24,4,92820.34,2,1,0,17665.61,0
15637111,521,France,Female,44,6,0.0,2,0,1,95438.47,0
15637112,696,Germany,Male,43,3,182701.26,1,0,1,56142.25,0
15637113,703,France,Male,35,9,0.0,3,1,0,97824.88,1
15637114,703,France,Female,42,10,127731.16,3,0,0,25332.87,0
15637115,625,France,Female,33,10,43743.84,1,1,0,22136.68,0
15637116,637,Spain,Male,29,3,163239.53,1,0,0,22031.94,0
15637117,681,Germany,Male,38,2,40537.31,1,1,1,18364.42,0
15637118,658,France,Female,43,0,135575.6,3,1,1,97519.83,1
15637119,434,Germany,Female,41,1,54520.77,1,1,1,23901.31,0
15637120,627,France,Male,43,8,3843.85,2,1,0,167855.02,0
15637121,567,Germany,Male,30,0,0.0,2,1,1,57372.61,0
15637122,666,France,Female,53,4,6531.41,2,1,1,191602.46,0
15637123,850,Germany,Male,34,1,74388.18,2,1,0,113445.72,0
15637124,685,Spain,Male,36,3,176236.84,2,1,1,126667.21,0
15637125,619,France,Male,24,10,189731.78,2,1,1,124528.89,0
15637126,739,France,Female,36,6,232187.36,1,1,0,66667.5,0
15637127,696,France,Female,43,4,62692.83,3,1,1,173925.48,0
15637128,690,France,Male,45,0,0.0,1,1,0,198507.2,0
15637129,708,France,Male,53,2,94194.07,1,1,1,32339.87,0
15637130,849,Spain,Male,43,9,0.0,2,1,0,98423.12,0
15637131,540,Spain,Female,40,8,41793.32,2,0,1,100664.68,0
15637132,695,France,Male,33,0,40078.47,2,1,1,156477.57,0
15637133,560,Germany,Female,31,9,21991.59,2,1,0,86092.44,0
15637134,703,Germany,Male,47,3,55760.0,1,0,1,135464.87,0
15637135,560,Germany,Female,47,4,0.0,2,1,1,71737.18,0
15637136,609,France,Male,27,9,82896.68,1,0,1,12403.42,0
15637137,621,France,Female,45,2,0.0,4,0,0,91945.54,0
15637138,744,France,Female,44,2,39575.92,4,1,0,150936.24,1
15637139,739,France,Male,26,0,0.0,1,1,1,129491.29,0
15637140,529,Spain,Female,43,5,0.0,2,1,1,105256.7,1
15637141,655,Spain,Male,27,3,0.0,2,0,0,182695.95,0
15637142,581,France,Female,18,7,43137.34,2,0,1,96362.09,0
15637143,527,France,Male,36,5,23051.1,1,1,0,72502.5,0
15637144,628,Spain,Female,40,2,117686.93,2,1,1,79249.36,0
15637145,620,Germany,Female,36,6,37906.06,2,0,1,144743.14,0
15637146,850,Spain,Male,66,2,0.0,1,0,0,65796.77,1
15637147,691,France,Female,41,8,0.0,1,1,0,128040.31,0
15637148,516,Germany,Male,39,7,0.0,2,1,1,77161.79,1
15637149,595,Germany,Male,42,2,149915.54,1,0,1,115147.45,0
15637150,749,Spain,Male,33,10,153079.59,4,1,1,45940.65,0
15637151,850,France,Female,47,1,45067.32,1,0,0,39761.77,0
15637152,496,France,Female,41,2,105105.51,1,1,1,108079.76,0
15637153,467,France,Female,41,3,157097.1,1,1,0,53638.37,0
15637154,831,Spain,Male,31,2,0.0,2,1,1,19634.43,0
15637155,687,Spain,Male,22,8,91408.39,1,0,1,52818.87,0
15637156,565,Spain,Female,32,10,0.0,1,1,1,79016.08,1
15637157,701,Spain,Male,40,9,63405.91,2,0,0,63765.2,0
15637158,394,France,Female,33,1,125153.4,1,1,1,121592.35,0
15637159,650,France,Female,40,7,0.0,3,0,0,71515.67,0
15637160,681,France,Male,35,6,116739.64,1,1,1,38340.74,0
15637161,739,France,Male,42,0,0.0,1,0,0,182051.48,0
15637162,551,Spain,Male,28,5,7346.89,1,1,1,115677.66,0
15637163,658,Spain,Male,39,5,0.0,1,1,0,45665.17,0
15637164,560,France,Female,31,8,0.0,2,1,0,66312.19,0
15637165,674,Germany,Male,22,9,0.0,2,1,0,113951.58,1
15637166,563,Spain,Male,36,10,32775.11,1,0,1,25824.64,0
15637167,610,France,Male,53,7,0.0,2,0,1,76846.88,0
15637168,553,France,Female,23,6,80749.55,1,0,1,37276.49,0
15637169,713,France,Male,39,6,5948.51,3,1,0,72910.17,1
15637170,733,France,Male,45,4,0.0,2,1,1,87149.41,0
15637171,627,Germany,Female,61,1,246296.59,2,1,1,109983.13,0
15637172,653,France,Female,33,9,0.0,3,0,0,4551.49,0
15637173,509,France,Female,31,4,134545.56,2,1,0,138582.76,0
15637174,620,Spain,Male,26,0,96413.15,2,0,1,182363.86,0
15637175,645,Germany,Female,49,10,0.0,3,1,1,60407.92,1
15637176,850,France,Female,29,9,71783.9,2,1,1,20775.91,1
15637177,542,Spain,Male,34,5,0.0,1,1,0,180402.92,0
15637178,792,France,Male,19,1,69245.94,1,1,0,85330.28,0
15637179,746,France,Female,46,0,19021.48,2,1,0,137576.78,1
15637180,677,Spain,Male,49,0,0.0,1,0,0,122765.81,0
15637181,820,France,Male,46,0,28795.81,2,0,1,171032.94,1
15637182,686,Spain,Female,21,3,0.0,2,1,0,97486.64,1
15637183,687,France,Male,44,4,104313.5,2,1,1,140411.21,0
15637184,644,France,Male,21,4,200314.04,2,0,0,9391.73,0
15637185,768,Germany,Female,38,10,0.0,2,0,0,1989.68,0
15637186,756,France,Female,40,0,0.0,2,0,0,155568.65,0
15637187,589,Spain,Male,41,10,0.0,2,1,1,153923.54,0
15637188,522,Germany,Female,43,5,0.0,2,1,1,30526.42,1
15637189,630,Spain,Female,37,2,0.0,2,1,1,123460.18,0
15637190,572,Spain,Male,18,3,176918.18,1,0,0,66911.99,0
15637191,643,France,Male,43,4,0.0,2,1,1,39266.56,0
15637192,770,Spain,Male,38,3,96744.57,2,1,0,187628.97,0
15637193,605,Germany,Female,28,3,123390.33,2,1,0,186787.11,0
15637194,645,Germany,Female,22,9,0.0,1,0,1,135028.91,1
15637195,655,Spain,Male,53,0,0.0,2,1,1,198881.2,0
15637196,732,Germany,Male,50,1,0.0,2,0,1,35395.67,0
15637197,432,France,Male,45,1,0.0,2,1,0,165634.81,0
15637198,591,Germany,Male,31,1,65114.15,2,1,0,112209.4,0
15637199,670,France,Female,18,9,101766.85,2,1,0,36323.82,0
15637200,766,France,Female,45,0,136653.8,1,1,1,124907.64,0
15637201,602,Germany,Female,41,9,0.0,1,1,0,198411.13,1
15637202,467,France,Female,34,7,82747.3,2,0,1,44456.61,0
15637203,710,France,Female,49,0,134426.06,2,0,1,93602.76,1
15637204,588,France,Female,46,7,96699.29,2,0,0,19666.26,0
15637205,534,Germany,Male,39,0,0.0,3,1,0,52660.72,1
15637206,589,France,Female,38,9,121566.47,2,0,0,59236.51,0
15637207,632,Spain,Female,38,2,20364.07,1,1,0,114701.1,0
15637208,591,France,Female,44,8,134565.16,1,0,1,13356.04,0
15637209,436,France,Female,29,7,0.0,2,0,1,176823.54,1
15637210,737,France,Male,42,1,45879.52,1,1,0,191987.96,0
15637211,773,Germany,Male,28,3,72143.29,1,1,1,136039.94,0
15637212,713,France,Female,51,7,0.0,1,1,1,134016.61,0
15637213,539,Spain,Male,43,8,0.0,1,0,0,60049.12,0
15637214,630,Spain,Male,31,6,65232.54,1,1,0,178572.41,0
15637215,649,Spain,Male,38,0,100851.66,2,1,0,164092.87,0
15637216,708,Spain,Male,29,7,0.0,1,1,0,23672.58,0
15637217,714,France,Female,53,0,0.0,2,1,1,143303.9,0
15637218,578,Germany,Female,54,8,172855.88,1,1,1,25141.19,0
15637219,657,Germany,Female,44,7,0.0,2,1,1,47339.96,1
15637220,694,Germany,Female,53,3,0.0,1,0,0,164150.06,1
15637221,791,Spain,Female,39,9,124106.46,2,0,0,95277.68,0
15637222,718,Germany,Male,45,10,0.0,1,0,0,90686.68,1
15637223,726,Spain,Female,50,3,89658.94,1,1,0,50786.44,0
15637224,658,France,Female,37,3,0.0,2,1,0,123564.19,0
15637225,786,Spain,Male,38,5,0.0,2,1,1,28273.2,0
15637226,689,Germany,Male,47,1,0.0,1,1,1,159421.86,0
15637227,566,Germany,Female,44,3,0.0,2,1,0,106667.32,0
15637228,786,France,Male,30,3,152862.5,1,1,1,168998.1,0
15637229,717,Spain,Female,18,7,6773.68,1,1,1,98881.47,0
15637230,607,Spain,Male,36,1,71107.89,1,1,1,58675.53,0
15637231,603,France,Female,18,7,65975.18,2,1,0,2406.44,0
15637232,678,Germany,Female,28,9,0.0,2,0,0,82335.91,0
15637233,694,France,Female,29,10,19231.61,2,1,0,189235.89,0
15637234,669,Spain,Female,32,1,91039.01,1,1,0,167246.62,0
15637235,680,France,Male,46,8,52433.87,2,1,0,199681.39,1
15637236,814,France,Female,48,8,0.0,1,1,1,31333.6,0
15637237,753,France,Female,43,5,0.0,3,1,1,127531.24,1
15637238,668,Germany,Female,44,9,40336.44,1,1,1,26739.84,0
15637239,741,France,Female,44,4,16522.49,2,0,0,181016.5,0
15637240,549,Germany,Male,18,6,27807.33,1,1,0,69590.33,1
15637241,688,Spain,Male,38,7,0.0,2,1,0,178711.67,0
15637242,825,Spain,Female,20,7,186137.47,1,0,1,40627.03,0
15637243,628,France,Female,43,2,88505.35,2,1,0,31864.43,0
15637244,567,Spain,Male,18,2,69836.34,2,1,0,35791.15,1
15637245,586,Germany,Female,36,4,139416.99,2,1,0,155956.01,0
15637246,544,France,Female,43,4,93338.2,2,1,0,172688.0,0
15637247,573,France,Male,26,1,114828.7,1,1,1,8083.15,0
15637248,614,France,Male,47,4,87121.27,1,1,0,29722.79,0
15637249,513,Spain,Male,43,0,185943.01,2,1,0,667.27,0
15637250,651,France,Female,41,10,237347.23,2,0,1,12120.34,0
15637251,737,France,Female,44,6,193308.88,4,1,1,17980.99,0
15637252,561,Spain,Female,34,10,0.0,1,0,0,58944.67,1
15637253,797,Germany,Female,39,6,38859.55,1,1,1,42598.92,0
15637254,699,Spain,Male,38,0,42344.44,1,1,1,132414.12,0
15637255,749,Germany,Male,37,2,159941.07,2,1,0,199497.36,0
15637256,586,France,Male,31,7,0.0,1,1,1,132179.34,0
15637257,732,Spain,Male,25,10,0.0,1,1,1,131.46,0
15637258,544,France,Female,34,8,0.0,1,0,1,25993.77,0
15637259,736,Germany,Female,34,2,56364.9,2,1,1,21897.02,0
15637260,666,Germany,Male,30,5,0.0,2,1,0,83522.0,0
15637261,703,France,Female,46,5,112111.03,1,1,1,55633.09,0
15637262,535,Spain,Male,26,5,70382.61,2,1,0,192807.42,0
15637263,563,France,Male,36,4,67769.02,1,0,0,33901.58,0
15637264,707,France,Female,49,5,46540.92,1,0,1,133151.31,0
15637265,558,Spain,Female,47,5,91057.74,2,0,0,32655.89,0
15637266,694,Germany,Female,50,9,0.0,2,1,0,108478.93,0
15637267,517,Germany,Female,32,5,0.0,1,1,1,4991.34,0
15637268,732,Germany,Female,45,7,13921.3,1,1,0,9679.8,0
15637269,530,Spain,Female,27,10,115130.57,1,1,0,6345.73,0
15637270,703,France,Female,35,5,0.0,2,1,1,31260.74,0
15637271,710,France,Female,36,2,0.0,2,1,1,827.17,0
15637272,582,France,Male,32,6,83724.28,2,1,0,98468.65,0
15637273,706,France,Male,34,5,8135.17,1,1,1,77574.39,0
15637274,675,Germany,Female,33,10,108293.46,2,1,0,12491.78,0
15637275,597,France,Female,28,8,18034.4,1,1,0,15642.71,0
15637276,552,France,Male,46,3,0.0,2,1,0,154914.03,0
15637277,459,France,Male,36,0,44235.75,1,1,1,4927.07,0
15637278,683,Germany,Male,40,5,138342.53,1,1,1,184002.46,0
15637279,498,Spain,Male,39,8,0.0,2,0,0,74171.15,1
15637280,659,France,Female,38,7,0.0,1,0,1,28740.44,1
15637281,624,Germany,Male,38,1,154065.53,1,1,0,172171.91,0
15637282,715,France,Male,34,2,122439.36,2,1,1,70893.63,0
15637283,620,Germany,Male,52,7,94684.49,1,0,1,114214.21,0
15637284,618,France,Male,45,10,0.0,1,1,1,98687.91,0
15637285,720,France,Female,38,8,0.0,3,1,0,119587.01,1
15637286,682,Germany,Male,33,7,0.0,1,1,0,35754.2,1
15637287,680,Spain,Female,36,9,0.0,1,1,1,79227.17,0
15637288,695,France,Female,42,0,124533.22,1,1,0,59081.45,0
15637289,501,Spain,Female,52,2,0.0,1,0,0,155299.08,0
15637290,723,Germany,Female,24,10,105698.86,3,1,0,156604.65,1
15637291,709,Spain,Female,44,7,64492.05,1,1,1,198839.85,0
15637292,551,France,Male,49,0,64576.78,2,1,0,199667.9,0
15637293,626,France,Female,23,6,54365.07,2,1,1,19365.39,0
15637294,646,Spain,Male,36,3,107318.99,2,1,0,92831.19,0
15637295,636,France,Male,27,6,0.0,3,1,1,149644.96,0
15637296,682,France,Female,42,3,49370.95,1,1,1,134199.86,0
15637297,788,France,Female,34,7,0.0,2,0,1,97040.76,0
15637298,754,Spain,Male,36,5,71325.62,1,1,0,19886.33,0
15637299,522,France,Female,33,9,4979.85,2,0,1,93755.64,0
15637300,710,Spain,Female,45,9,70513.51,1,1,0,191255.76,0
15637301,778,France,Female,40,7,0.0,2,1,0,87615.81,1
15637302,687,France,Male,40,0,0.0,1,1,0,5700.98,0
15637303,755,France,Male,39,8,0.0,1,1,0,80225.33,0
15637304,845,France,Female,43,10,0.0,1,1,0,93580.5,0
15637305,749,Germany,Female,35,8,129071.7,2,1,0,147828.2,1
15637306,674,Germany,Female,55,5,114851.57,3,1,0,45612.14,1
15637307,751,France,Male,25,8,0.0,3,0,1,116333.54,0
15637308,664,France,Female,20,5,0.0,2,1,0,34698.36,0
15637309,652,Germany,Female,19,5,149593.56,1,0,0,123200.77,1
15637310,615,Spain,Female,18,3,0.0,2,1,0,104395.56,0
15637311,801,Germany,Female,44,2,36659.83,2,0,0,171888.35,0
15637312,570,Spain,Male,43,2,24321.64,1,1,0,92455.89,0
15637313,798,France,Female,50,1,91875.28,1,1,0,57111.56,0
15637314,698,Spain,Female,27,3,0.0,1,1,0,106206.11,0
15637315,514,France,Male,45,8,1726.81,1,1,1,111896.06,0
15637316,685,France,Female,38,6,22058.71,1,1,1,18455.82,0
15637317,446,Spain,Female,39,2,0.0,2,1,0,114054.3,0
15637318,710,Spain,Male,44,7,0.0,1,1,1,138841.85,0
15637319,735,Germany,Female,30,8,0.0,2,0,1,176902.03,0
15637320,592,France,Male,63,0,55041.21,1,1,1,42722.64,1
15637321,661,France,Female,51,0,156132.54,2,0,0,91261.63,0
15637322,839,France,Female,32,8,141384.15,1,1,0,11688.68,0
15637323,600,Spain,Female,27,8,104684.57,4,0,1,32833.5,1
15637324,547,France,Male,37,6,0.0,1,1,1,185039.34,0
15637325,793,Spain,Female,39,2,72084.47,1,0,0,187680.24,0
15637326,840,France,Male,48,3,127009.82,2,1,0,8275.53,1
15637327,650,Spain,Male,26,6,50607.25,1,1,1,106869.41,0
15637328,748,Spain,Male,40,8,116787.56,2,1,0,27514.65,0
15637329,780,France,Male,22,7,36324.55,3,0,1,140907.69,1
15637330,577,France,Male,42,7,0.0,1,1,1,124662.69,0
15637331,602,Spain,Male,36,0,0.0,2,1,0,103313.96,0
15637332,769,Germany,Female,57,5,157642.2,1,0,0,103945.33,0
15637333,813,Germany,Female,22,5,0.0,2,1,1,123194.35,0
15637334,704,Germany,Female,51,4,12807.22,1,1,1,88071.86,0
15637335,564,France,Female,20,10,91527.77,2,1,0,146379.81,0
15637336,842,Spain,Male,24,0,112785.6,2,1,0,142443.88,0
15637337,598,France,Female,21,2,135983.52,2,1,1,67569.82,0
15637338,617,Spain,Female,40,3,140004.78,1,1,0,144067.41,1
15637339,683,France,Male,26,9,76043.61,2,1,1,68588.52,0
15637340,800,Germany,Female,24,6,0.0,1,1,0,117634.8,0
15637341,732,France,Male,40,4,137036.49,1,1,1,42314.49,0
15637342,690,France,Female,42,1,0.0,2,0,1,63149.27,0
15637343,694,France,Female,38,2,16310.52,1,1,0,43688.48,1
15637344,654,Germany,Male,36,0,176883.81,1,1,1,197791.48,0
15637345,704,Germany,Female,56,5,56287.68,1,1,1,122315.36,0
15637346,404,Spain,Female,39,7,92366.16,2,1,0,134882.53,1
15637347,621,France,Female,46,3,134611.98,2,0,1,127526.2,0
15637348,673,Germany,Female,39,1,82439.76,1,1,1,5723.79,0
15637349,538,Spain,Male,27,3,0.0,1,1,0,143697.52,0
15637350,687,France,Female,43,9,176487.14,1,0,0,155793.17,0
15637351,630,France,Male,31,3,16070.79,2,1,0,68121.99,0
15637352,820,France,Male,37,4,85856.45,1,1,0,117312.28,1
15637353,802,France,Female,41,2,100764.16,4,1,1,5529.89,0
15637354,604,France,Male,18,8,0.0,2,1,0,42482.93,0
15637355,635,Germany,Female,21,6,0.0,2,0,0,38439.35,1
15637356,642,France,Male,47,8,0.0,2,1,1,51255.9,0
15637357,606,Germany,Male,31,6,132396.05,1,0,0,76389.39,1
15637358,668,Spain,Male,31,9,0.0,1,0,0,43683.41,0
15637359,576,Germany,Male,39,3,66351.48,1,0,0,45738.54,1
15637360,540,Germany,Female,34,4,62373.13,3,1,0,191247.29,0
15637361,710,France,Female,42,6,0.0,1,0,1,50637.76,0
15637362,711,Spain,Female,37,5,69429.72,2,1,0,113373.19,0
15637363,571,France,Female,39,8,95245.41,2,1,0,128443.01,1
15637364,736,Germany,Male,30,2,25638.58,2,1,0,62081.77,1
15637365,588,Spain,Female,39,7,131416.76,1,0,1,13698.01,0
15637366,674,Germany,Female,49,10,0.0,3,1,1,94727.73,0
15637367,729,Germany,Female,32,9,0.0,4,1,0,197818.64,0
15637368,646,France,Male,47,10,0.0,2,0,1,57102.12,0
15637369,694,France,Male,37,3,0.0,1,0,0,902.61,0
15637370,599,Spain,Male,45,8,88665.43,2,0,0,159353.0,0
15637371,630,France,Male,39,0,84776.53,2,0,0,50290.33,0
15637372,630,Germany,Male,37,4,0.0,2,1,1,170111.16,0
15637373,577,France,Female,41,3,33877.9,2,1,1,51102.89,0
15637374,632,Spain,Male,50,4,70804.76,2,1,1,174297.42,0
15637375,499,France,Female,40,5,0.0,2,1,0,182779.03,0
15637376,602,Germany,Male,42,0,0.0,3,1,1,116149.74,0
15637377,622,Germany,Male,34,7,0.0,1,1,1,166771.03,0
15637378,625,France,Male,53,10,0.0,1,1,0,173386.97,0
15637379,626,France,Male,44,2,155188.85,1,1,1,69911.92,0
15637380,644,France,Male,38,6,0.0,3,1,0,131697.08,0
15637381,696,France,Male,36,6,52179.99,1,1,1,120921.32,0
15637382,734,France,Female,47,8,0.0,2,1,1,85705.51,0
15637383,586,France,Male,31,10,42339.51,1,0,1,151352.46,0
15637384,533,Germany,Male,20,10,129748.52,2,0,0,94330.35,0
15637385,548,France,Female,38,6,50096.32,2,1,0,53454.72,0
15637386,602,Spain,Male,49,7,94046.61,2,1,0,55475.4,0
15637387,615,Germany,Male,53,3,59570.09,2,0,1,129.83,0
15637388,575,France,Female,36,9,0.0,1,0,1,15083.91,0
15637389,524,France,Female,38,3,194544.48,2,0,0,28253.4,0
15637390,605,Spain,Male,43,9,137918.09,1,0,0,141758.53,0
15637391,667,France,Male,35,7,0.0,1,1,0,23396.78,0
15637392,707,Germany,Male,43,3,17977.45,1,1,0,43952.37,1
15637393,595,Germany,Male,37,3,22194.2,1,1,0,95164.81,0
15637394,609,France,Male,48,9,56436.27,2,1,1,67037.51,0
15637395,560,Spain,Male,45,2,16436.21,2,1,1,156347.82,0
15637396,646,France,Female,46,2,0.0,1,1,0,20301.83,0
15637397,567,France,Female,35,10,154995.91,2,1,0,196341.92,0
15637398,705,Spain,Female,57,3,0.0,2,0,0,165020.09,1
15637399,476,Germany,Female,42,1,159824.03,3,1,0,99559.45,1
15637400,615,Spain,Male,40,2,7644.49,2,1,0,25383.24,0
15637401,679,Germany,Female,30,10,0.0,2,1,0,19284.14,1
15637402,667,Germany,Male,37,1,0.0,1,0,0,31785.92,1
15637403,850,Spain,Male,39,10,142178.65,2,1,1,35985.6,0
15637404,683,France,Female,30,5,0.0,1,1,1,150859.2,0
15637405,552,Spain,Male,35,2,71802.43,2,1,1,194481.68,1
15637406,640,Germany,Female,36,1,0.0,2,1,1,151143.38,0
15637407,477,France,Female,38,8,0.0,1,0,1,153643.55,1
15637408,642,Germany,Female,20,7,0.0,1,0,0,189360.74,0
15637409,569,France,Female,36,4,0.0,4,1,1,19611.78,1
15637410,738,Germany,Female,34,8,18267.59,1,1,0,19870.23,0
15637411,596,Germany,Male,37,4,107868.26,2,0,1,179177.86,0
15637412,638,Spain,Female,48,4,54225.69,2,1,0,110272.31,0
15637413,588,France,Male,58,10,122385.56,2,0,0,49629.31,0
15637414,818,Germany,Male,44,10,135967.71,2,1,0,40020.84,0
15637415,618,France,Male,25,3,0.0,2,0,1,121394.91,0
15637416,827,Germany,Male,34,2,31557.27,1,1,0,127351.62,1
15637417,728,Germany,Female,43,9,27543.46,1,1,0,151734.02,0
15637418,696,Germany,Male,42,8,171217.87,1,0,0,129230.21,0
15637419,685,Spain,Female,47,3,67843.88,1,0,0,144156.92,0
15637420,688,Spain,Male,37,6,98257.18,1,1,0,142806.71,0
15637421,463,France,Female,34,4,27138.92,2,1,0,10324.93,0
15637422,622,France,Female,55,6,79939.31,2,0,1,142271.55,0
15637423,731,Germany,Female,38,7,40980.5,1,1,1,31905.87,0
15637424,645,France,Female,27,7,0.0,1,1,1,100149.2,0
15637425,513,France,Female,52,9,39114.94,1,0,1,50428.17,0
15637426,644,Germany,Male,23,5,90974.07,2,1,1,136115.75,0
15637427,815,France,Male,18,4,0.0,2,1,1,60298.96,0
15637428,770,France,Male,45,10,0.0,1,0,0,182483.81,0
15637429,643,Spain,Male,47,1,70057.91,2,1,1,9587.15,0
15637430,742,France,Female,42,7,92106.19,4,1,1,94452.08,0
15637431,614,France,Male,24,4,0.0,1,1,0,85500.05,0
15637432,484,France,Male,37,7,53289.03,2,0,0,38267.03,0
15637433,560,Spain,Male,35,5,41131.16,1,1,0,14000.7,0
15637434,801,Spain,Male,32,7,123113.58,2,0,0,45147.06,0
15637435,623,Germany,Male,52,0,121118.59,3,0,0,25935.15,1
15637436,626,France,Female,27,8,0.0,2,0,0,37214.21,0
15637437,620,Spain,Female,41,8,0.0,1,1,1,171762.38,0
15637438,834,Germany,Male,49,2,0.0,2,1,1,144914.66,1
15637439,807,Spain,Female,41,4,122464.74,2,0,0,28363.29,0
15637440,850,Spain,Male,50,6,85926.97,1,0,1,180282.62,0
15637441,634,France,Female,43,7,0.0,2,1,1,177443.99,0
15637442,678,France,Female,42,6,0.0,1,1,1,50381.37,0
15637443,502,France,Male,41,2,0.0,1,0,1,9588.92,0
15637444,793,France,Female,44,6,140117.13,1,1,0,138684.12,0
15637445,536,Spain,Male,34,0,61941.15,2,0,1,116547.81,0
15637446,671,Spain,Male,24,4,112509.99,1,1,1,75029.33,0
15637447,543,Germany,Female,47,8,0.0,1,1,1,9619.65,0
15637448,592,France,Female,49,1,9808.89,2,1,0,26011.51,0
15637449,568,France,Female,40,2,159583.74,2,1,0,120233.86,0
15637450,591,France,Female,32,8,25512.56,2,1,0,134301.36,1
15637451,597,France,Male,22,2,19157.06,1,1,1,41291.52,0
15637452,596,France,Male,38,7,139152.11,2,1,0,89525.52,0
15637453,730,Germany,Male,24,5,87541.88,2,1,1,174962.49,0
15637454,542,France,Male,23,6,0.0,2,1,0,48067.68,1
15637455,671,Spain,Male,37,4,6417.1,1,1,0,175084.31,0
15637456,768,France,Male,30,9,118419.98,1,0,1,57709.81,0
15637457,600,Spain,Female,41,6,104082.5,1,0,0,171661.61,0
15637458,580,Germany,Male,36,9,155602.07,2,1,0,115587.01,0
15637459,627,France,Male,31,10,167336.6,2,1,1,150709.73,0
15637460,764,Spain,Female,20,9,0.0,3,1,1,68096.97,0
15637461,668,Germany,Female,29,2,109282.83,1,0,0,27824.87,0
15637462,598,Germany,Male,29,10,0.0,2,0,1,29754.03,0
15637463,696,Germany,Male,25,4,0.0,2,1,0,32934.41,0
15637464,543,France,Female,34,5,132510.66,1,1,0,40255.58,0
15637465,716,Germany,Male,26,8,113226.27,3,1,0,176512.97,1
15637466,689,Spain,Female,36,3,113015.98,2,1,1,97904.49,0
15637467,620,France,Female,40,7,72003.59,2,0,0,44153.22,1
15637468,568,France,Female,29,7,0.0,2,0,0,125525.32,0
15637469,563,Spain,Male,42,9,37207.27,2,1,1,16709.93,0
15637470,701,France,Male,24,5,41230.2,1,0,1,36781.87,0
15637471,769,Germany,Female,26,7,91376.58,1,1,0,110736.69,0
15637472,588,Germany,Female,36,4,145346.11,3,1,0,96924.55,1
15637473,694,Germany,Male,44,0,0.0,1,0,0,44502.28,0
15637474,447,France,Male,46,3,22300.52,2,1,0,9434.05,0
15637475,593,France,Male,54,10,0.0,1,1,1,120374.58,0
15637476,646,France,Female,34,5,49231.02,1,0,0,177105.65,1
15637477,561,Germany,Female,36,8,15719.56,2,1,1,153758.99,0
15637478,559,Germany,Female,27,3,128160.56,1,0,1,40267.35,0
15637479,585,Germany,Male,25,5,119789.1,1,1,1,139487.88,0
15637480,678,Germany,Female,40,9,0.0,1,1,0,46300.92,0
15637481,631,France,Female,30,10,97902.92,4,1,0,152934.79,1
15637482,432,France,Female,50,4,82677.34,2,1,1,151106.61,0
15637483,444,Spain,Male,23,8,0.0,1,0,0,44209.97,0
15637484,591,France,Female,42,9,100313.34,1,1,0,3964.55,0
15637485,694,France,Female,27,5,81305.54,2,1,0,104570.21,0
15637486,383,France,Male,29,2,0.0,1,1,0,126224.3,1
15637487,601,France,Female,43,1,70445.51,1,0,1,54714.59,0
15637488,598,France,Male,31,2,166709.76,2,1,0,83640.16,0
15637489,784,Spain,Male,32,5,0.0,1,1,1,91772.42,0
15637490,612,Spain,Female,29,9,0.0,4,0,1,145666.47,0
15637491,687,Spain,Male,55,7,89597.78,2,1,0,38978.4,0
15637492,663,Spain,Female,31,7,0.0,2,1,1,18459.37,0
15637493,443,Spain,Male,38,4,0.0,2,1,1,53978.05,0
15637494,724,Germany,Female,35,0,60555.34,2,1,0,99577.68,0
15637495,670,France,Male,40,0,113199.73,1,1,0,27782.15,0
15637496,699,Spain,Male,31,6,0.0,1,1,1,45759.8,0
15637497,850,France,Male,35,1,0.0,2,0,0,99148.04,0
15637498,447,France,Female,41,3,93707.02,1,1,0,144290.03,0
15637499,817,France,Female,29,9,50597.81,1,1,0,5363.12,0
15637500,622,Germany,Female,48,4,129330.5,1,1,1,114157.98,0
15637501,677,France,Male,49,7,0.0,1,1,1,76795.04,0
15637502,645,France,Male,44,9,0.0,2,1,1,112455.67,0
15637503,608,France,Female,38,8,0.0,2,1,0,128102.11,1
15637504,594,Spain,Female,18,0,100191.93,1,1,1,7408.4,0
15637505,681,Germany,Male,42,8,0.0,2,1,1,107682.51,0
15637506,502,Spain,Male,34,4,0.0,1,1,0,189034.02,0
15637507,722,France,Male,35,3,0.0,2,0,1,84530.96,0
15637508,609,France,Female,19,9,54807.78,1,1,1,182541.39,0
15637509,540,Germany,Male,42,4,96544.04,2,1,0,194284.38,0
15637510,606,France,Female,23,8,0.0,2,1,0,123902.28,0
15637511,771,Germany,Male,39,7,136839.87,2,0,1,103441.24,0
15637512,598,Spain,Female,47,9,42149.19,1,0,1,154588.17,1
15637513,684,Spain,Male,33,4,124331.51,2,1,1,157850.87,0
15637514,579,Spain,Male,50,10,0.0,2,1,1,124720.99,0
15637515,723,France,Female,30,9,56644.86,2,0,0,94.04,1
15637516,716,France,Male,44,4,0.0,2,1,1,130561.44,0
15637517,829,Germany,Male,24,0,11790.25,2,0,0,176202.41,0
15637518,632,France,Male,48,8,0.0,3,1,1,13594.73,0
15637519,714,France,Female,46,2,0.0,1,1,1,59769.82,0
15637520,659,France,Male,42,0,0.0,1,1,1,171389.6,0
15637521,775,France,Female,34,4,0.0,1,1,1,125034.07,1
15637522,580,France,Male,23,9,130701.08,2,0,1,22841.11,0
15637523,722,France,Male,34,2,0.0,1,0,0,119339.4,0
